"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","tav_profit","tavp_wocp"
"246","Central","Tracking",0.15,118,0.01,17,8.2,15223.38264,1.6,2176,6513.08280399261,973.700163992607
"247","Central","Tracking",0.15,118,0.01,18,8.2,15649.38264,1.5,2040,6939.08280399261,39.7001639926075
"248","Central","Tracking",0.15,118,0.01,19,8.2,17689.38264,1.5,2040,8979.08280399261,719.700163992607
"249","Central","Tracking",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,11019.0828039926,1399.70016399261
"250","Central","Tracking",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,13059.0828039926,2079.70016399261
"251","Central","Tracking",0.15,118,0.01,22,8.2,21515.38264,1.4,1904,12805.0828039926,465.7001639926
"252","Central","Tracking",0.15,118,0.01,23,8.2,23419.38264,1.4,1904,14709.0828039926,1009.7001639926
"253","Northern","Fixed",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,7104.60827726456,1565.22563726456
"254","Northern","Fixed",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,7394.60827726455,495.225637264552
"255","Northern","Fixed",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,9298.60827726455,1039.22563726455
"256","Northern","Fixed",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,11202.6082772646,1583.22563726455
"257","Northern","Fixed",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,13106.6082772646,2127.22563726455
"258","Northern","Fixed",0.15,118,0.01,22,4.6,19221.38264,1.3,1768,12716.6082772646,377.225637264561
"259","Northern","Fixed",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14484.6082772646,785.225637264561
"260","Northern","Fixed",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5933.45046151011,394.067821510106
"261","Northern","Fixed",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,7973.45046151011,1074.06782151011
"262","Northern","Fixed",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,10013.4504615101,1754.06782151011
"263","Northern","Fixed",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,10031.4504615101,412.0678215101
"264","Northern","Fixed",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11935.4504615101,956.0678215101
"265","Northern","Fixed",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13839.4504615101,1500.0678215101
"266","Northern","Fixed",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15743.4504615101,2044.0678215101
"267","Northern","Fixed",0.15,118,0.01,17,8.2,16837.38264,1.7,2312,6971.23324763165,1431.85060763165
"268","Northern","Fixed",0.15,118,0.01,18,8.2,17399.38264,1.6,2176,7533.23324763165,633.850607631648
"269","Northern","Fixed",0.15,118,0.01,19,8.2,19575.38264,1.6,2176,9709.23324763165,1449.85060763165
"270","Northern","Fixed",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,9863.23324763165,243.850607631648
"271","Northern","Fixed",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,11903.2332476316,923.850607631648
"272","Northern","Fixed",0.15,118,0.01,22,8.2,23809.38264,1.5,2040,13943.2332476316,1603.85060763165
"273","Northern","Fixed",0.15,118,0.01,23,8.2,25849.38264,1.5,2040,15983.2332476316,2283.85060763165
"274","Northern","Tracking",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,6575.85492321668,1036.47228321668
"275","Northern","Tracking",0.15,118,0.01,18,4.6,15649.38264,1.5,2040,8615.85492321668,1716.47228321668
"276","Northern","Tracking",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,8769.85492321667,510.47228321667
"277","Northern","Tracking",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,10673.8549232167,1054.47228321667
"278","Northern","Tracking",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,12577.8549232167,1598.47228321667
"279","Northern","Tracking",0.15,118,0.01,22,4.6,21515.38264,1.4,1904,14481.8549232167,2142.47228321667
"280","Northern","Tracking",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,13955.8549232167,256.472283216677
"281","Northern","Tracking",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5716.49886360464,177.116223604642
"282","Northern","Tracking",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,7756.49886360464,857.116223604642
"283","Northern","Tracking",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,9796.49886360464,1537.11622360464
"284","Northern","Tracking",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,9814.49886360463,195.116223604635
"285","Northern","Tracking",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11718.4988636046,739.116223604635
"286","Northern","Tracking",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13622.4988636046,1283.11622360463
"287","Northern","Tracking",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15526.4988636046,1827.11622360463
"288","Northern","Tracking",0.15,118,0.01,17,8.2,15223.38264,1.6,2176,6471.14280399261,931.760163992607
"289","Northern","Tracking",0.15,118,0.01,18,8.2,17399.38264,1.6,2176,8647.14280399261,1747.76016399261
"290","Northern","Tracking",0.15,118,0.01,19,8.2,17689.38264,1.5,2040,8937.14280399261,677.760163992607
"291","Northern","Tracking",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,10977.1428039926,1357.76016399261
"292","Northern","Tracking",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,13017.1428039926,2037.76016399261
"293","Northern","Tracking",0.15,118,0.01,22,8.2,21515.38264,1.4,1904,12763.1428039926,423.7601639926
"294","Northern","Tracking",0.15,118,0.01,23,8.2,23419.38264,1.4,1904,14667.1428039926,967.7601639926
"295","Southern","Fixed",0.15,118,0.01,17,4.6,11995.38264,1.4,1904,5543.07827726456,3.69563726455635
"296","Southern","Fixed",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,7447.07827726455,547.695637264553
"297","Southern","Fixed",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,9351.07827726455,1091.69563726455
"298","Southern","Fixed",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,11255.0782772646,1635.69563726455
"299","Southern","Fixed",0.15,118,0.01,21,4.6,17453.38264,1.3,1768,11001.0782772646,21.69563726456
"300","Southern","Fixed",0.15,118,0.01,22,4.6,19221.38264,1.3,1768,12769.0782772646,429.69563726456
"301","Southern","Fixed",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14537.0782772646,837.69563726456
"302","Southern","Fixed",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5985.92046151011,446.537821510106
"303","Southern","Fixed",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,8025.92046151011,1126.53782151011
"304","Southern","Fixed",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,10065.9204615101,1806.53782151011
"305","Southern","Fixed",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,10083.9204615101,464.537821510099
"306","Southern","Fixed",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11987.9204615101,1008.5378215101
"307","Southern","Fixed",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13891.9204615101,1552.5378215101
"308","Southern","Fixed",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15795.9204615101,2096.5378215101
"309","Southern","Fixed",0.15,118,0.01,17,8.2,16837.38264,1.7,2312,7023.70324763165,1484.32060763165
"310","Southern","Fixed",0.15,118,0.01,18,8.2,17399.38264,1.6,2176,7585.70324763165,686.320607631647
"311","Southern","Fixed",0.15,118,0.01,19,8.2,19575.38264,1.6,2176,9761.70324763165,1502.32060763165
"312","Southern","Fixed",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,9915.70324763165,296.320607631647
"313","Southern","Fixed",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,11955.7032476316,976.320607631647
"314","Southern","Fixed",0.15,118,0.01,22,8.2,23809.38264,1.5,2040,13995.7032476316,1656.32060763165
"315","Southern","Fixed",0.15,118,0.01,23,8.2,25849.38264,1.5,2040,16035.7032476316,2336.32060763165
"316","Southern","Tracking",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,6650.92492321668,1111.54228321668
"317","Southern","Tracking",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,6940.92492321667,41.5422832166696
"318","Southern","Tracking",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,8844.92492321667,585.54228321667
"319","Southern","Tracking",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,10748.9249232167,1129.54228321667
"320","Southern","Tracking",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,12652.9249232167,1673.54228321667
"321","Southern","Tracking",0.15,118,0.01,22,4.6,21515.38264,1.4,1904,14556.9249232167,2217.54228321667
"322","Southern","Tracking",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14030.9249232167,331.542283216677
"323","Southern","Tracking",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5791.56886360464,252.186223604642
"324","Southern","Tracking",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,7831.56886360464,932.186223604642
"325","Southern","Tracking",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,9871.56886360464,1612.18622360464
"326","Southern","Tracking",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,9889.56886360463,270.186223604635
"327","Southern","Tracking",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11793.5688636046,814.186223604635
"328","Southern","Tracking",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13697.5688636046,1358.18622360463
"329","Southern","Tracking",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15601.5688636046,1902.18622360463
"330","Southern","Tracking",0.15,118,0.01,17,8.2,15223.38264,1.6,2176,6546.21280399261,1006.83016399261
"331","Southern","Tracking",0.15,118,0.01,18,8.2,15649.38264,1.5,2040,6972.21280399261,72.8301639926067
"332","Southern","Tracking",0.15,118,0.01,19,8.2,17689.38264,1.5,2040,9012.21280399261,752.830163992607
"333","Southern","Tracking",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,11052.2128039926,1432.83016399261
"334","Southern","Tracking",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,13092.2128039926,2112.83016399261
"335","Southern","Tracking",0.15,118,0.01,22,8.2,21515.38264,1.4,1904,12838.2128039926,498.830163992599
"336","Southern","Tracking",0.15,118,0.01,23,8.2,23419.38264,1.4,1904,14742.2128039926,1042.8301639926
"337","Black Belt","Fixed",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,7149.04609589684,1609.66345589684
"338","Black Belt","Fixed",0.2,177,0.01,18,4.6,17399.38264,1.6,2176,7711.04609589684,811.663455896842
"339","Black Belt","Fixed",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9887.04609589684,1627.66345589684
"340","Black Belt","Fixed",0.2,177,0.01,20,4.6,19729.38264,1.5,2040,10041.0460958968,421.663455896842
"341","Black Belt","Fixed",0.2,177,0.01,21,4.6,21769.38264,1.5,2040,12081.0460958968,1101.66345589684
"342","Black Belt","Fixed",0.2,177,0.01,22,4.6,23809.38264,1.5,2040,14121.0460958968,1781.66345589684
"343","Black Belt","Fixed",0.2,177,0.01,23,4.6,23419.38264,1.4,1904,13731.0460958968,31.6634558968344
"344","Black Belt","Fixed",0.2,177,0.01,17,6.4,18451.38264,1.8,2448,7006.30937226516,1466.92673226516
"345","Black Belt","Fixed",0.2,177,0.01,18,6.4,19149.38264,1.7,2312,7704.30937226516,804.926732265161
"346","Black Belt","Fixed",0.2,177,0.01,19,6.4,21461.38264,1.7,2312,10016.3093722652,1756.92673226516
"347","Black Belt","Fixed",0.2,177,0.01,20,6.4,21751.38264,1.6,2176,10306.3093722652,686.926732265161
"348","Black Belt","Fixed",0.2,177,0.01,21,6.4,23927.38264,1.6,2176,12482.3093722652,1502.92673226516
"349","Black Belt","Fixed",0.2,177,0.01,22,6.4,23809.38264,1.5,2040,12364.3093722652,24.9267322651613
"350","Black Belt","Fixed",0.2,177,0.01,23,6.4,25849.38264,1.5,2040,14404.3093722652,704.926732265161
"351","Black Belt","Fixed",0.2,177,0.01,17,8.2,21679.38264,2,2720,6948.98355144747,1409.60091144747
"352","Black Belt","Fixed",0.2,177,0.01,18,8.2,22649.38264,1.9,2584,7918.98355144747,1019.60091144747
"353","Black Belt","Fixed",0.2,177,0.01,19,8.2,23347.38264,1.8,2448,8616.98355144747,357.600911447473
"354","Black Belt","Fixed",0.2,177,0.01,20,8.2,25795.38264,1.8,2448,11064.9835514475,1445.60091144747
"355","Black Belt","Fixed",0.2,177,0.01,21,8.2,26085.38264,1.7,2312,11354.9835514475,375.600911447473
"356","Black Belt","Fixed",0.2,177,0.01,22,8.2,28397.38264,1.7,2312,13666.9835514475,1327.60091144747
"357","Black Belt","Fixed",0.2,177,0.01,23,8.2,30709.38264,1.7,2312,15978.9835514475,2279.60091144747
"358","Black Belt","Tracking",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,6380.67606482501,841.293424825015
"359","Black Belt","Tracking",0.2,177,0.01,18,4.6,17399.38264,1.6,2176,6942.67606482501,43.2934248250149
"360","Black Belt","Tracking",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9118.67606482501,859.293424825015
"361","Black Belt","Tracking",0.2,177,0.01,20,4.6,21751.38264,1.6,2176,11294.676064825,1675.29342482501
"362","Black Belt","Tracking",0.2,177,0.01,21,4.6,21769.38264,1.5,2040,11312.676064825,333.293424825015
"363","Black Belt","Tracking",0.2,177,0.01,22,4.6,23809.38264,1.5,2040,13352.676064825,1013.29342482501
"364","Black Belt","Tracking",0.2,177,0.01,23,4.6,25849.38264,1.5,2040,15392.676064825,1693.29342482501
"365","Black Belt","Tracking",0.2,177,0.01,17,6.4,18451.38264,1.8,2448,6705.64197540696,1166.25933540696
"366","Black Belt","Tracking",0.2,177,0.01,18,6.4,19149.38264,1.7,2312,7403.64197540696,504.259335406963
"367","Black Belt","Tracking",0.2,177,0.01,19,6.4,21461.38264,1.7,2312,9715.64197540696,1456.25933540696
"368","Black Belt","Tracking",0.2,177,0.01,20,6.4,21751.38264,1.6,2176,10005.641975407,386.259335406963
"369","Black Belt","Tracking",0.2,177,0.01,21,6.4,23927.38264,1.6,2176,12181.641975407,1202.25933540696
"370","Black Belt","Tracking",0.2,177,0.01,22,6.4,26103.38264,1.6,2176,14357.641975407,2018.25933540696
"371","Black Belt","Tracking",0.2,177,0.01,23,6.4,25849.38264,1.5,2040,14103.641975407,404.259335406963
"372","Black Belt","Tracking",0.2,177,0.01,17,8.2,20065.38264,1.9,2584,7030.60788598891,1491.22524598891
"373","Black Belt","Tracking",0.2,177,0.01,18,8.2,20899.38264,1.8,2448,7864.60788598891,965.225245988908
"374","Black Belt","Tracking",0.2,177,0.01,19,8.2,21461.38264,1.7,2312,8426.60788598891,167.225245988908
"375","Black Belt","Tracking",0.2,177,0.01,20,8.2,23773.38264,1.7,2312,10738.6078859889,1119.22524598891
"376","Black Belt","Tracking",0.2,177,0.01,21,8.2,26085.38264,1.7,2312,13050.6078859889,2071.22524598891
"377","Black Belt","Tracking",0.2,177,0.01,22,8.2,26103.38264,1.6,2176,13068.6078859889,729.225245988908
"378","Black Belt","Tracking",0.2,177,0.01,23,8.2,28279.38264,1.6,2176,15244.6078859889,1545.22524598891
"379","Central","Fixed",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,7121.82609589684,1582.44345589684
"380","Central","Fixed",0.2,177,0.01,18,4.6,17399.38264,1.6,2176,7683.82609589684,784.443455896841
"381","Central","Fixed",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9859.82609589684,1600.44345589684
"382","Central","Fixed",0.2,177,0.01,20,4.6,19729.38264,1.5,2040,10013.8260958968,394.443455896841
"383","Central","Fixed",0.2,177,0.01,21,4.6,21769.38264,1.5,2040,12053.8260958968,1074.44345589684
"384","Central","Fixed",0.2,177,0.01,22,4.6,23809.38264,1.5,2040,14093.8260958968,1754.44345589684
"385","Central","Fixed",0.2,177,0.01,23,4.6,23419.38264,1.4,1904,13703.8260958968,4.44345589683326
"386","Central","Fixed",0.2,177,0.01,17,6.4,18451.38264,1.8,2448,6979.08937226516,1439.70673226516
"387","Central","Fixed",0.2,177,0.01,18,6.4,19149.38264,1.7,2312,7677.08937226516,777.70673226516
"388","Central","Fixed",0.2,177,0.01,19,6.4,21461.38264,1.7,2312,9989.08937226516,1729.70673226516
"389","Central","Fixed",0.2,177,0.01,20,6.4,21751.38264,1.6,2176,10279.0893722652,659.70673226516
"390","Central","Fixed",0.2,177,0.01,21,6.4,23927.38264,1.6,2176,12455.0893722652,1475.70673226516
"391","Central","Fixed",0.2,177,0.01,22,6.4,26103.38264,1.6,2176,14631.0893722652,2291.70673226516
"392","Central","Fixed",0.2,177,0.01,23,6.4,25849.38264,1.5,2040,14377.0893722652,677.70673226516
"393","Central","Fixed",0.2,177,0.01,17,8.2,21679.38264,2,2720,6921.76355144747,1382.38091144747
"394","Central","Fixed",0.2,177,0.01,18,8.2,22649.38264,1.9,2584,7891.76355144747,992.380911447472
"395","Central","Fixed",0.2,177,0.01,19,8.2,23347.38264,1.8,2448,8589.76355144747,330.380911447472
"396","Central","Fixed",0.2,177,0.01,20,8.2,25795.38264,1.8,2448,11037.7635514475,1418.38091144747
"397","Central","Fixed",0.2,177,0.01,21,8.2,26085.38264,1.7,2312,11327.7635514475,348.380911447472
"398","Central","Fixed",0.2,177,0.01,22,8.2,28397.38264,1.7,2312,13639.7635514475,1300.38091144747
"399","Central","Fixed",0.2,177,0.01,23,8.2,30709.38264,1.7,2312,15951.7635514475,2252.38091144747
"400","Central","Tracking",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,6349.95606482502,810.573424825016
"401","Central","Tracking",0.2,177,0.01,18,4.6,17399.38264,1.6,2176,6911.95606482502,12.5734248250155
"402","Central","Tracking",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9087.95606482502,828.573424825016
"403","Central","Tracking",0.2,177,0.01,20,4.6,21751.38264,1.6,2176,11263.956064825,1644.57342482502
"404","Central","Tracking",0.2,177,0.01,21,4.6,21769.38264,1.5,2040,11281.956064825,302.573424825016
"405","Central","Tracking",0.2,177,0.01,22,4.6,23809.38264,1.5,2040,13321.956064825,982.573424825016
"406","Central","Tracking",0.2,177,0.01,23,4.6,25849.38264,1.5,2040,15361.956064825,1662.57342482502
"407","Central","Tracking",0.2,177,0.01,17,6.4,18451.38264,1.8,2448,6674.92197540696,1135.53933540696
"408","Central","Tracking",0.2,177,0.01,18,6.4,19149.38264,1.7,2312,7372.92197540696,473.539335406964
"409","Central","Tracking",0.2,177,0.01,19,6.4,21461.38264,1.7,2312,9684.92197540696,1425.53933540696
"410","Central","Tracking",0.2,177,0.01,20,6.4,21751.38264,1.6,2176,9974.92197540696,355.539335406964
"411","Central","Tracking",0.2,177,0.01,21,6.4,23927.38264,1.6,2176,12150.921975407,1171.53933540696
"412","Central","Tracking",0.2,177,0.01,22,6.4,26103.38264,1.6,2176,14326.921975407,1987.53933540696
"413","Central","Tracking",0.2,177,0.01,23,6.4,25849.38264,1.5,2040,14072.921975407,373.539335406964
"414","Central","Tracking",0.2,177,0.01,17,8.2,20065.38264,1.9,2584,6999.88788598891,1460.50524598891
"415","Central","Tracking",0.2,177,0.01,18,8.2,20899.38264,1.8,2448,7833.88788598891,934.505245988908
"416","Central","Tracking",0.2,177,0.01,19,8.2,21461.38264,1.7,2312,8395.88788598891,136.505245988908
"417","Central","Tracking",0.2,177,0.01,20,8.2,23773.38264,1.7,2312,10707.8878859889,1088.50524598891
"418","Central","Tracking",0.2,177,0.01,21,8.2,26085.38264,1.7,2312,13019.8878859889,2040.50524598891
"419","Central","Tracking",0.2,177,0.01,22,8.2,26103.38264,1.6,2176,13037.8878859889,698.505245988908
"420","Central","Tracking",0.2,177,0.01,23,8.2,28279.38264,1.6,2176,15213.8878859889,1514.50524598891
"421","Northern","Fixed",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,7080.19609589684,1540.81345589684
"422","Northern","Fixed",0.2,177,0.01,18,4.6,17399.38264,1.6,2176,7642.19609589684,742.813455896841
"423","Northern","Fixed",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9818.19609589684,1558.81345589684
"424","Northern","Fixed",0.2,177,0.01,20,4.6,19729.38264,1.5,2040,9972.19609589684,352.813455896841
"425","Northern","Fixed",0.2,177,0.01,21,4.6,21769.38264,1.5,2040,12012.1960958968,1032.81345589684
"426","Northern","Fixed",0.2,177,0.01,22,4.6,23809.38264,1.5,2040,14052.1960958968,1712.81345589684
"427","Northern","Fixed",0.2,177,0.01,23,4.6,25849.38264,1.5,2040,16092.1960958968,2392.81345589684
"428","Northern","Fixed",0.2,177,0.01,17,6.4,18451.38264,1.8,2448,6937.45937226516,1398.07673226516
"429","Northern","Fixed",0.2,177,0.01,18,6.4,19149.38264,1.7,2312,7635.45937226516,736.076732265161
"430","Northern","Fixed",0.2,177,0.01,19,6.4,21461.38264,1.7,2312,9947.45937226516,1688.07673226516
"431","Northern","Fixed",0.2,177,0.01,20,6.4,21751.38264,1.6,2176,10237.4593722652,618.076732265161
"432","Northern","Fixed",0.2,177,0.01,21,6.4,23927.38264,1.6,2176,12413.4593722652,1434.07673226516
"433","Northern","Fixed",0.2,177,0.01,22,6.4,26103.38264,1.6,2176,14589.4593722652,2250.07673226516
"434","Northern","Fixed",0.2,177,0.01,23,6.4,25849.38264,1.5,2040,14335.4593722652,636.076732265161
"435","Northern","Fixed",0.2,177,0.01,17,8.2,21679.38264,2,2720,6880.13355144747,1340.75091144747
"436","Northern","Fixed",0.2,177,0.01,18,8.2,22649.38264,1.9,2584,7850.13355144747,950.750911447472
"437","Northern","Fixed",0.2,177,0.01,19,8.2,23347.38264,1.8,2448,8548.13355144747,288.750911447472
"438","Northern","Fixed",0.2,177,0.01,20,8.2,25795.38264,1.8,2448,10996.1335514475,1376.75091144747
"439","Northern","Fixed",0.2,177,0.01,21,8.2,26085.38264,1.7,2312,11286.1335514475,306.750911447472
"440","Northern","Fixed",0.2,177,0.01,22,8.2,28397.38264,1.7,2312,13598.1335514475,1258.75091144747
"441","Northern","Fixed",0.2,177,0.01,23,8.2,30709.38264,1.7,2312,15910.1335514475,2210.75091144747
"442","Northern","Tracking",0.2,177,0.01,17,4.6,16837.38264,1.7,2312,6287.63606482502,748.253424825016
"443","Northern","Tracking",0.2,177,0.01,18,4.6,19149.38264,1.7,2312,8599.63606482502,1700.25342482502
"444","Northern","Tracking",0.2,177,0.01,19,4.6,19575.38264,1.6,2176,9025.63606482502,766.253424825016
